time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,<p:>,0.01831094,0.022124164,0.026617894,0.00807486,0.016274888,0.0036792287,0.006594243,0.015349255,0.025751328,0.025011938,0.004687056,0.034954615,0.013809956,0.0636536,4.0068695e-05,0.0088817645,0.042847298,0.008226842,0.012302089,0.026976325,0.99313694
0.01,<p:>,0.0060515045,0.013166187,0.009481999,0.003013591,0.0054039825,0.0014128428,0.0023469252,0.010325029,0.010953242,0.016372228,0.0027695969,0.020797906,0.004229462,0.031221313,2.71118e-05,0.0032771686,0.022615496,0.005642058,0.0076965312,0.017535137,0.99643236
0.02,<p:>,0.0055455687,0.0134726735,0.008424155,0.0041823075,0.00573763,0.002120853,0.0038741336,0.013005987,0.010412377,0.021280916,0.0044512227,0.019497877,0.005616424,0.027902802,7.632414e-05,0.0033428527,0.017464694,0.009181132,0.010839114,0.019693285,0.99619085
0.03,<p:>,0.008546326,0.015792536,0.01248308,0.004866441,0.009649225,0.0023722358,0.005117904,0.018694812,0.015496408,0.030653266,0.006593725,0.021375429,0.007159191,0.026813582,0.00016902576,0.0046662227,0.0133416075,0.014535578,0.014365291,0.028010298,0.9948466
0.04,<p:>,0.013514184,0.01886263,0.01903691,0.0047552073,0.014700525,0.0020332779,0.0046722447,0.023960551,0.027507536,0.040131878,0.0065080207,0.023254566,0.007824183,0.027395923,0.00024376802,0.006229228,0.013196765,0.018782647,0.014421945,0.038211223,0.9935436
0.05,<p:>,0.015156971,0.01804738,0.025979754,0.0021019462,0.016469488,0.0009440572,0.002229167,0.019689737,0.042695064,0.032983795,0.0038249958,0.023252292,0.0046979906,0.024052717,0.00014546436,0.0065020854,0.013708303,0.015377351,0.01024412,0.0327457,0.9937306
0.06,<p:>,0.013896862,0.018095028,0.025160551,0.0015207003,0.014234711,0.0008350959,0.0017729433,0.017106175,0.03954157,0.026136655,0.0036018419,0.025644917,0.0036576947,0.024192635,0.00011261649,0.005757757,0.015262484,0.012799759,0.0095017385,0.028115073,0.99381423
0.07,<p:>,0.012014514,0.018213835,0.020852145,0.0021961422,0.01194694,0.0014105655,0.0024884797,0.017781213,0.026748791,0.025882151,0.0047498727,0.023772039,0.004967659,0.027389748,0.00012389591,0.005092058,0.014536892,0.012962221,0.010671494,0.027630609,0.99405324
0.08,<p:>,0.015008493,0.018417694,0.027160965,0.0026618051,0.014308084,0.0020372712,0.0031033964,0.016893858,0.023896938,0.022222035,0.0047701574,0.025573365,0.0051759477,0.029968714,9.368343e-05,0.0060375533,0.013962708,0.011988442,0.009640971,0.024375577,0.993562
0.09,<p:>,0.018522892,0.018632079,0.03766112,0.0032882907,0.018396199,0.0028027548,0.0038608832,0.014437148,0.02372819,0.018180888,0.00440239,0.026862256,0.0054436955,0.03290151,6.947644e-05,0.007290927,0.0137182865,0.010540259,0.008665653,0.020540489,0.9929418
0.1,<p:>,0.022661246,0.019146316,0.053803474,0.0041699726,0.023261482,0.0045100665,0.0055740597,0.011663284,0.021818,0.013707117,0.0044239736,0.028477151,0.0062393015,0.034184035,4.7094538e-05,0.009439231,0.014248843,0.009250452,0.007972307,0.016968366,0.9918441
0.11,<p:>,0.022156306,0.01833647,0.05610152,0.0043626283,0.02196013,0.0052846316,0.005865155,0.008567065,0.016917903,0.009869034,0.0037322645,0.027557664,0.0060828878,0.032984525,2.6829186e-05,0.009498293,0.014494962,0.0067409044,0.006367422,0.013444348,0.99185437
