time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,<p:>,0.4667926,0.12487921,0.5860167,0.03827508,0.5367333,0.007114844,0.06289662,0.07886321,0.67717737,0.10559465,0.023334518,0.062775835,0.23513918,0.45780793,0.0005374126,0.31903943,0.09354259,0.05689904,0.046696294,0.09033906,0.8127949
0.01,<p:>,0.41645622,0.08986234,0.5642777,0.01434021,0.5060743,0.002172296,0.026380697,0.05601337,0.70664954,0.08234383,0.01160431,0.04048082,0.13226223,0.43083727,0.00019199964,0.27547562,0.06887158,0.03961457,0.02955282,0.064281076,0.85147285
0.02,<p:>,0.43218112,0.07663516,0.6136705,0.008734046,0.5410618,0.0011013414,0.014620238,0.042414416,0.74855345,0.06078303,0.007918169,0.03519288,0.08411365,0.4484574,0.000120653895,0.2903124,0.06482909,0.028299762,0.021249462,0.0462039,0.8430459
0.03,<p:>,0.42085627,0.06547906,0.6084861,0.006122133,0.51849496,0.0007736824,0.009440837,0.03223057,0.7404626,0.044582628,0.0058305897,0.033318836,0.0583947,0.42397398,7.606206e-05,0.27293733,0.05881849,0.020153407,0.015245844,0.03436234,0.86050254
0.04,<p:>,0.3586573,0.048897814,0.5384227,0.004152704,0.43218112,0.0006039511,0.006901259,0.022084715,0.6781604,0.031098101,0.0040200027,0.030079212,0.03975396,0.34744915,3.6261798e-05,0.21227589,0.047046885,0.013285558,0.010665936,0.024014857,0.90346223
0.05,<p:>,0.20375472,0.0313783,0.34623456,0.0028954395,0.25095826,0.00040996753,0.0044610677,0.013482943,0.49714363,0.021424592,0.0024550674,0.022694828,0.024265992,0.23120166,1.5853551e-05,0.1051548,0.03143973,0.008366404,0.0071267276,0.015467066,0.9581375
0.06,<p:>,0.1103907,0.021002129,0.209491,0.0020992525,0.14107518,0.0003201002,0.0033241939,0.009313572,0.33314925,0.016273338,0.0017214321,0.01766916,0.015588126,0.15172645,9.561226e-06,0.05452851,0.0214058,0.0058879806,0.005157086,0.011171034,0.9788466
0.07,<p:>,0.06377652,0.015693806,0.13273917,0.0015305674,0.08028354,0.0002691923,0.0025727518,0.0071078297,0.21990496,0.013500319,0.0013451768,0.014809315,0.010830141,0.11009623,6.7035758e-06,0.030274197,0.01618152,0.0045114136,0.0039638695,0.008754404,0.9877175
0.08,<p:>,0.038495556,0.011730673,0.084789425,0.0010917474,0.044129133,0.00021315261,0.0018780805,0.00547341,0.13903871,0.011020132,0.0010000683,0.01215669,0.0067706904,0.07869039,4.2942243e-06,0.017539524,0.012322536,0.0033615974,0.0030736497,0.006810411,0.9925094
0.09,<p:>,0.01892518,0.008068111,0.04343319,0.00072621246,0.018912267,0.00018224824,0.0013242618,0.0039564143,0.06251099,0.00841075,0.000711025,0.009396647,0.0039248154,0.045662407,2.4596493e-06,0.008487173,0.008782861,0.0023380977,0.002353644,0.005206846,0.9961082
0.1,<p:>,0.010284519,0.006512903,0.023939865,0.0006105594,0.009927987,0.00018308425,0.0011631652,0.0034715203,0.029398778,0.0073094224,0.0006276643,0.007351458,0.0029067309,0.030900588,2.1870326e-06,0.0046797837,0.0066293296,0.0021547375,0.0021011024,0.004622404,0.99757004
0.11,<p:>,0.0055385646,0.005067107,0.01269306,0.00046684052,0.0053684395,0.00015675457,0.00084393047,0.0028400712,0.013758422,0.005883941,0.0005004687,0.0055830777,0.0019053709,0.020245343,1.6176218e-06,0.0026443927,0.005032877,0.0017343664,0.0016969622,0.0038990534,0.9984557
0.12,<p:>,0.0033159526,0.004054799,0.0077128345,0.0003937184,0.0032046565,0.00015195899,0.00073808775,0.0025438317,0.007054307,0.0049965354,0.0004318686,0.004464125,0.0013811615,0.013425703,1.2810012e-06,0.0016651547,0.004043901,0.0015429095,0.0015420449,0.0034868056,0.9989188
0.13,<p:>,0.002235769,0.0033383917,0.0050565107,0.00032273517,0.0021407441,0.00013117846,0.0006112785,0.002360878,0.004173156,0.0046387473,0.00037116258,0.0036602328,0.0009954694,0.009514601,1.1086884e-06,0.0011618525,0.0032698587,0.0014350741,0.0014443046,0.0032778273,0.9991797
0.14,<p:>,0.0016307336,0.0029200532,0.0036667245,0.00024243939,0.0015185066,0.00010365119,0.00044608142,0.0021125027,0.0028719571,0.0041735824,0.0003138441,0.003287566,0.00068801513,0.0074053407,9.43966e-07,0.00086175423,0.002902941,0.0012115573,0.0012743289,0.0030240146,0.9993394
0.15,<p:>,0.001280456,0.0027082285,0.0028877046,0.00019403621,0.0011689591,8.8978886e-05,0.00034718143,0.0019956941,0.0022636738,0.003934067,0.00028990034,0.003129882,0.00050842715,0.0062731514,9.064969e-07,0.000691138,0.0027383794,0.0010864411,0.0011967415,0.0029680962,0.99940646
0.16,<p:>,0.0010700148,0.0026714515,0.002365102,0.0002072423,0.0009934433,0.00010007621,0.0003381767,0.0021162217,0.0018587162,0.004086795,0.00032374775,0.0030683405,0.00046570983,0.005790161,1.0846915e-06,0.0005989611,0.0027532603,0.001151778,0.0012903492,0.003189239,0.9994197
0.17,<p:>,0.00092865305,0.0026282843,0.0019282703,0.00023034634,0.0008800144,0.00011664172,0.00034381077,0.002312371,0.0015648655,0.004409211,0.00035943824,0.0029565643,0.00045308427,0.005167702,1.281798e-06,0.0005345596,0.0026806365,0.001310243,0.0014298536,0.0035204915,0.999429
0.18,<p:>,0.0009948825,0.0028884255,0.00198542,0.00028974452,0.00097552565,0.00015476957,0.00043560876,0.00284467,0.0016500776,0.0053591286,0.00046723275,0.0031904154,0.0005388591,0.0053020134,1.9572979e-06,0.000585531,0.0028575473,0.0017459614,0.0018264264,0.004293727,0.9993527
0.19,<p:>,0.001046024,0.003270061,0.0020449413,0.00032851,0.0010522568,0.00018147555,0.0004904589,0.0034617977,0.0016867988,0.0065337834,0.0005764801,0.0035154067,0.0006119903,0.0054657483,3.0008675e-06,0.00063414866,0.0031560024,0.0022292992,0.0022584898,0.005396765,0.9992489
0.2,<p:>,0.0010131507,0.0035452195,0.0019187846,0.0003662231,0.0010469112,0.00020970409,0.0005107404,0.0040495778,0.0015622996,0.0076372214,0.00067827414,0.0036358333,0.0006706492,0.005304395,4.065764e-06,0.00063407375,0.003313298,0.0027869642,0.0026786102,0.006737477,0.9991824
0.21,<p:>,0.0010021433,0.004020771,0.0018719996,0.00041030566,0.0010671705,0.0002443537,0.0005256945,0.004797694,0.0015087833,0.009241696,0.00084072317,0.003941715,0.00074864837,0.0053422367,6.1488868e-06,0.000651919,0.0037142886,0.0036549778,0.0032385853,0.008671057,0.99906963
0.22,<p:>,0.0010248204,0.0049314974,0.0019006324,0.00047838184,0.001096762,0.00029804453,0.000531205,0.0059269746,0.0015397547,0.011420422,0.001125065,0.0045783,0.0008944439,0.005852934,1.10075125e-05,0.00070221093,0.0047423257,0.004896302,0.0039169197,0.011507325,0.9988942
0.23,<p:>,0.0011283644,0.0062218145,0.002158114,0.0006693335,0.0012546303,0.00042338273,0.00061203266,0.0082791485,0.0017199102,0.014582454,0.0019603607,0.0057350085,0.0012057332,0.0073493607,2.7084614e-05,0.0008114228,0.006411351,0.0069031324,0.0053406614,0.015280481,0.99855566
0.24,<p:>,0.0012757571,0.007795783,0.0024278457,0.0010603261,0.001492644,0.0006578953,0.0007618557,0.012284889,0.0019671763,0.019024443,0.0036526953,0.0070851156,0.0018212551,0.009130184,7.453462e-05,0.0009901437,0.007952792,0.01010799,0.0076968553,0.020350756,0.99814564
0.25,<p:>,0.0016303835,0.01027456,0.0027946585,0.0020864825,0.0020464114,0.0012530074,0.0011345153,0.019078191,0.0023008655,0.026474124,0.007818899,0.009032696,0.003458618,0.011475616,0.00023686576,0.0013948207,0.009322304,0.016248625,0.011922795,0.027933998,0.99759346
0.26,<p:>,0.004684003,0.018922577,0.0049075433,0.010612353,0.0066848476,0.0060090506,0.005212623,0.037861444,0.0044392496,0.042681854,0.025539203,0.01867928,0.014783712,0.019202834,0.0013411454,0.0038574794,0.010819896,0.038346242,0.02921062,0.044408906,0.99503803
0.27,<p:>,0.021846881,0.0348399,0.009104087,0.06461837,0.029006213,0.040820997,0.026498012,0.045932826,0.0069439984,0.059814256,0.03619593,0.029906103,0.07151452,0.029836465,0.0030323064,0.013152125,0.011951849,0.060429245,0.046059273,0.05902111,0.98839545
0.28,<p:>,0.03316676,0.035930246,0.011947041,0.096389934,0.03720371,0.05725049,0.0443927,0.035946403,0.0065282583,0.05989721,0.021907276,0.02569223,0.08717489,0.028523432,0.0012108311,0.017655427,0.01336129,0.051464748,0.03400108,0.05643589,0.9864396
0.29,<p:>,0.019175382,0.022640236,0.010515632,0.04547908,0.020392232,0.023112237,0.025565978,0.021980468,0.0050431765,0.042079996,0.009548106,0.016871704,0.037075914,0.0215312,0.0003383663,0.009456346,0.012598728,0.031175742,0.02135603,0.037698478,0.99156517
0.3,<p:>,0.007726134,0.013214828,0.00657592,0.013247794,0.0079514785,0.0066216597,0.009456197,0.014270327,0.0032548713,0.028575337,0.0047677094,0.010340867,0.013811775,0.015433592,0.00012041815,0.0043305885,0.009170446,0.019040799,0.013764038,0.022651955,0.9956009
0.31,<p:>,0.0046413173,0.010193177,0.005307863,0.006495817,0.004946204,0.0034101948,0.005377401,0.011373627,0.0025052356,0.023301275,0.00331147,0.008068653,0.008418914,0.013288197,6.6358974e-05,0.0028803742,0.008132959,0.0140382545,0.01075933,0.017607475,0.99690247
0.32,<p:>,0.0031698968,0.0088126585,0.004185226,0.0043491456,0.003459394,0.0025133244,0.004190621,0.010308791,0.0022111223,0.021312326,0.0027873935,0.0070462152,0.0069227773,0.011902964,4.7604095e-05,0.0021956647,0.007726908,0.012138304,0.009563505,0.016524207,0.9975247
0.33,<p:>,0.002634837,0.00867032,0.0038485313,0.003380581,0.0029248556,0.0021658838,0.0035541905,0.010470115,0.0021185474,0.021521509,0.0027413918,0.007163922,0.0059762322,0.011911239,4.6311674e-05,0.0019591807,0.008262806,0.0113385515,0.009558113,0.017492143,0.9975454
0.34,<p:>,0.0022757372,0.008879224,0.0036798792,0.002552114,0.0026084427,0.001796163,0.002961349,0.011312612,0.002208666,0.022307193,0.0027571397,0.007669053,0.0046948306,0.012009783,4.8991777e-05,0.0017787565,0.009161593,0.011053839,0.009908958,0.019501101,0.9975008
0.35000000000000003,<p:>,0.0023909656,0.0106560495,0.004078501,0.0026663532,0.002910246,0.0018931302,0.0030447952,0.015195812,0.0026783706,0.027984709,0.0037769538,0.00915982,0.004778621,0.0142920455,9.1350936e-05,0.0019743473,0.011023781,0.014488429,0.01278843,0.026344864,0.99690855
0.36,<p:>,0.002647119,0.013244155,0.0042083138,0.0033919667,0.0032805563,0.0021992077,0.0031981617,0.022258477,0.0031836608,0.040077426,0.005679877,0.010697724,0.0058350656,0.015709357,0.00019076024,0.00229451,0.012783553,0.022438267,0.017830323,0.041313797,0.996041
0.37,<p:>,0.0028128058,0.01645786,0.0038458123,0.0046085482,0.0034363023,0.0024975615,0.0028690298,0.03276365,0.0030232156,0.058033925,0.0080781365,0.012123092,0.0072286557,0.015586208,0.00043391006,0.002415049,0.014976503,0.033542596,0.024613246,0.06201017,0.99519926
